playerName,From,To,Pos,Ht,Wt,birthDate,Colleges
Karl-Anthony Towns,2016,2022,C-F,11-Jun,248,11/15/1995,Kentucky
Kasib Powell,2008,2008,F,7-Jun,215,3/18/1981,Texas Tech
Kawhi Leonard,2012,2021,F,7-Jun,225,6/29/1991,San Diego State
Kay Felder,2017,2018,G,9-May,176,3/29/1995,Oakland
Kebu Stewart,1998,1998,F,8-Jun,239,12/19/1973,"UNLV, Cal State-Bakersfield"
Kedrick Brown,2002,2005,G,7-Jun,222,3/18/1981,Okaloosa-Walton Community College
Keifer Sykes,2022,2022,G,1-Jun,180,12/30/1993,Green Bay
Keita Bates-Diop,2019,2022,F,8-Jun,229,1/23/1996,Ohio State
Keith Appling,2016,2016,G,1-Jun,185,2/13/1992,Michigan State
Keith Askins,1991,1999,G-F,7-Jun,197,12/15/1967,Alabama
Keith Benson,2012,2012,C,11-Jun,240,8/13/1988,Oakland
Keith Bogans,2004,2014,G-F,5-Jun,215,5/12/1980,Kentucky
Keith Booth,1998,1999,F,6-Jun,226,10/9/1974,Maryland
Keith Closs,1998,2000,C,3-Jul,212,4/3/1976,Central Connecticut State University
Keith Edmonson,1983,1984,G,5-Jun,195,9/28/1960,Purdue
Keith Erickson,1966,1977,F-G,5-Jun,195,4/19/1944,UCLA
Keith Herron,1979,1982,G-F,6-Jun,195,6/14/1956,Villanova
Keith Jennings,1993,1995,G,7-May,160,11/2/1968,East Tennessee State University
Keith Langford,2008,2008,G,4-Jun,215,9/15/1983,Kansas
Keith Lee,1986,1989,F-C,10-Jun,215,12/28/1962,Memphis
Keith McCord,1981,1981,G,7-Jun,210,6/22/1957,"Alabama, UAB"
Keith McLeod,2004,2007,G,2-Jun,188,11/5/1979,Bowling Green
Keith Owens,1992,1992,F,7-Jun,225,5/31/1969,UCLA
Keith Smart,1989,1989,G,1-Jun,175,9/21/1964,Indiana
Keith Smith,1987,1987,G,3-Jun,180,3/9/1964,Loyola Marymount
Keith Starr,1977,1977,G-F,6-Jun,190,3/14/1954,Pitt
Keith Swagerty,1969,1970,F,7-Jun,235,10/30/1945,University of the Pacific
Keith Tower,1994,1997,C-F,11-Jun,250,5/15/1970,Notre Dame
Keith Van Horn,1998,2006,F,10-Jun,220,10/23/1975,Utah
Kelan Martin,2020,2022,F,5-Jun,230,8/3/1995,Butler
Keldon Johnson,2020,2022,G,5-Jun,220,10/11/1999,Kentucky
Kelenna Azubuike,2007,2012,G,5-Jun,220,12/16/1983,Kentucky
Keljin Blevins,2021,2022,F,4-Jun,200,11/24/1995,"Southern Miss, Montana State"
Kelly McCarty,1999,1999,G-F,7-Jun,200,8/24/1975,Southern Miss
Kelly Olynyk,2014,2022,C-F,11-Jun,240,4/19/1991,Gonzaga
Kelly Oubre Jr.,2016,2022,F,7-Jun,203,12/9/1995,Kansas
Kelly Tripucka,1982,1991,F-G,6-Jun,220,2/16/1959,Notre Dame
Kelvin Cato,1998,2007,C,11-Jun,255,8/26/1974,"University of South Alabama, Iowa State"
Kelvin Ransey,1981,1986,G,1-Jun,170,5/3/1958,Ohio State
Kelvin Upshaw,1989,1991,G,2-Jun,180,1/24/1963,Utah
Kemba Walker,2012,2022,G,1-Jun,184,5/8/1990,UConn
Ken Austin,1984,1984,F,9-Jun,205,7/15/1961,Rice University
Ken Bannister,1985,1991,F-C,9-Jun,235,4/1/1960,"Indiana State University, Saint Augustine's College"
Ken Boyd,1975,1975,F,5-Jun,195,3/25/1952,Boston University
Ken Charles,1974,1978,G,3-Jun,180,7/10/1951,Fordham
Ken Corley,1947,1947,C,5-Jun,210,5/10/1920,University of Central Oklahoma
Ken Durrett,1972,1975,F,7-Jun,190,12/8/1948,La Salle
Ken Green,1986,1986,F,8-Jun,215,9/19/1959,University of Texas Rio Grande Valley
Ken Johnson,1986,1986,F,8-Jun,240,11/7/1962,"USC, Michigan State"
Ken Johnson,2003,2003,F-C,11-Jun,240,2/1/1978,Ohio State
Ken Keller,1947,1947,G,1-Jun,180,8/16/1922,St. John's
Ken Mayfield,1976,1976,G,2-Jun,185,5/11/1948,Tuskegee University
Ken McBride,1955,1955,G-F,3-Jun,190,5/23/1929,University of Maryland Eastern Shore
Ken Menke,1950,1950,G,1-Jun,168,10/2/1922,Illinois
Ken Murray,1951,1955,G-F,2-Jun,190,4/20/1928,St. Bonaventure
Ken Norman,1988,1997,F,8-Jun,215,9/5/1964,Illinois
Ken Rohloff,1964,1964,G,1-Jun,195,4/18/1939,NC State
Ken Smith,1976,1976,F,7-Jun,185,7/12/1953,Tulsa
Ken Spain,1971,1971,C,9-Jun,225,10/6/1946,Houston
Ken Wilburn,1968,1969,F,6-Jun,195,6/8/1944,Central State University
Kendall Gill,1991,2005,G,5-Jun,195,5/25/1968,Illinois
Kendall Marshall,2013,2016,G,4-Jun,200,8/19/1991,UNC
Kendall Rhine,1968,1969,C,10-Jun,230,2/13/1943,Rice University
Kendrick Nunn,2020,2021,G,2-Jun,190,8/3/1995,"Illinois, Oakland"
Kendrick Perkins,2004,2018,C,10-Jun,270,11/10/1984,
Kennard Winchester,1991,1993,G-F,5-Jun,210,9/3/1966,"James Madison University, Averett University"
Kenneth Faried,2012,2019,F-C,8-Jun,220,11/19/1989,Morehead State University
Kenneth Gardner,1976,1976,F,5-Jun,205,9/27/1949,Utah
Kenny Anderson,1992,2005,G,1-Jun,168,10/9/1970,Georgia Tech
Kenny Battle,1990,1993,F,6-Jun,210,10/10/1964,"Northern Illinois, Illinois"
Kenny Carr,1978,1987,F,7-Jun,220,8/15/1955,NC State
Kenny Dennard,1982,1984,F,8-Jun,220,10/18/1958,Duke
Kenny Fields,1985,1988,F-G,5-Jun,220,2/9/1962,UCLA
Kenny Gattison,1987,1996,F-C,8-Jun,225,5/23/1964,Old Dominion
Kenny Green,1986,1987,F,6-Jun,210,10/11/1964,Wake Forest
Kenny Higgs,1979,1982,G,1-Jun,180,1/31/1955,LSU
Kenny McIntosh,1972,1975,F,7-Jun,225,1/21/1949,Eastern Michigan
Kenny Natt,1981,1985,G,3-Jun,185,10/5/1958,Louisiana-Monroe
Kenny Payne,1990,1993,F-G,8-Jun,195,11/25/1966,Louisville
Kenny Rollins,1949,1953,G,1-Jun,168,9/14/1923,Kentucky
Kenny Sailors,1947,1951,G,10-May,175,1/14/1921,Wyoming
Kenny Satterfield,2002,2003,G,2-Jun,186,4/10/1981,Cincinnati
Kenny Sears,1956,1964,F,9-Jun,198,8/17/1933,Santa Clara
Kenny Smith,1988,1997,G,3-Jun,170,3/8/1965,UNC
Kenny Thomas,2000,2010,F,7-Jun,261,7/25/1977,New Mexico
Kenny Walker,1987,1995,F,8-Jun,210,8/18/1964,Kentucky
Kenny Williams,1991,1994,F,9-Jun,205,6/9/1969,Barton County Community College
Kenrich Williams,2019,2022,G-F,6-Jun,210,12/2/1994,TCU
Kent Bazemore,2013,2022,G-F,4-Jun,195,7/1/1989,Old Dominion
Kent Benson,1978,1988,C,10-Jun,235,12/27/1954,Indiana
Kentavious Caldwell-Pope,2014,2022,G,5-Jun,204,2/18/1993,Georgia
Kenton Edelin,1985,1985,F,8-Jun,205,5/24/1962,Virginia
Kenyon Martin,2001,2015,F,9-Jun,234,12/30/1977,Cincinnati
Kenyon Martin Jr.,2021,2022,F,6-Jun,215,1/6/2001,
Keon Clark,1999,2004,F-C,11-Jun,220,4/16/1975,UNLV
Keon Johnson,2022,2022,G,5-Jun,186,3/10/2002,Tennessee
Kermit Washington,1974,1988,F-C,8-Jun,230,9/17/1951,American University
Kerry Kittles,1997,2005,G,5-Jun,179,6/12/1974,Villanova
Kessler Edwards,2022,2022,F,8-Jun,215,8/9/2000,Pepperdine
Kevin Brooks,1992,1994,F,6-Jun,200,10/12/1969,Louisiana
Kevin Burleson,2006,2006,G,3-Jun,205,9/4/1979,Minnesota
Kevin Duckworth,1987,1997,C,1-Jul,275,4/1/1964,Eastern Illinois University
Kevin Durant,2008,2022,F-G,10-Jun,240,9/29/1988,Texas
Kevin Edwards,1989,2001,G,3-Jun,190,10/30/1965,DePaul
Kevin Gamble,1988,1997,F-G,5-Jun,210,11/13/1965,Iowa
Kevin Garnett*,1996,2016,F-C,11-Jun,240,5/19/1976,
Kevin Grevey,1976,1985,G-F,5-Jun,210,5/12/1953,Kentucky
Kevin Henderson,1987,1988,G,4-Jun,195,3/22/1964,Cal State Fullerton
Kevin Hervey,2020,2020,F,9-Jun,230,7/9/1996,UT Arlington
Kevin Huerter,2019,2022,G,7-Jun,190,8/27/1998,Maryland
Kevin Johnson,1988,2000,G,1-Jun,180,3/4/1966,California
Kevin Jones,2013,2013,F,8-Jun,251,8/25/1989,West Virginia
Kevin Joyce,1974,1976,G,3-Jun,190,6/27/1951,South Carolina
Kevin Knox,2019,2022,F,7-Jun,215,8/11/1999,Kentucky
Kevin Kunnert,1974,1982,C-F,1-Jul,230,11/11/1951,Iowa
Kevin Loder,1982,1984,F-G,6-Jun,205,3/15/1959,"Kentucky State University, Alabama State University"
Kevin Loughery,1963,1973,G,3-Jun,190,3/28/1940,"Boston College, St. John's"
Kevin Love,2009,2022,F,8-Jun,251,9/7/1988,UCLA
Kevin Lynch,1992,1993,G-F,5-Jun,195,12/24/1968,Minnesota
Kevin Martin,2005,2016,G,7-Jun,199,2/1/1983,Western Carolina University
Kevin McHale*,1981,1993,F-C,10-Jun,210,12/19/1957,Minnesota
Kevin McKenna,1982,1988,G-F,5-Jun,195,1/8/1959,Creighton
Kevin Murphy,2013,2013,G,5-Jun,185,3/6/1990,Tennessee Technological University
Kevin Ollie,1998,2010,G,4-Jun,195,12/27/1972,UConn
Kevin O'Shea,1951,1953,G,2-Jun,175,7/10/1925,Notre Dame
Kevin Pangos,2022,2022,G,2-Jun,179,1/26/1993,Gonzaga
Kevin Porter,1973,1983,G,1-Jun,170,4/17/1950,Saint Francis University
Kevin Porter Jr.,2020,2022,G,4-Jun,203,5/4/2000,USC
Kevin Pritchard,1991,1996,G,3-Jun,180,7/17/1967,Kansas
Kevin Restani,1975,1982,F-C,9-Jun,225,12/23/1951,San Francisco
Kevin S araphin,2011,2017,F,9-Jun,285,12/7/1989,
Kevin Salvadori,1997,1998,C,1-Jul,231,12/30/1970,UNC
Kevin Stacom,1975,1982,G,3-Jun,185,9/4/1951,"Holy Cross, Providence"
Kevin Thompson,1994,1994,C-F,11-Jun,260,2/7/1971,NC State
Kevin Williams,1984,1989,G,2-Jun,175,9/11/1961,"TCU, St. John's"
Kevin Willis,1985,2007,F-C,1-Jul,220,9/6/1962,Michigan State
Kevinn Pinkney,2007,2007,F,10-Jun,245,10/20/1983,Nevada
Kevon Looney,2016,2022,F-C,9-Jun,222,2/6/1996,UCLA
Keyon Dooling,2001,2013,G,3-Jun,196,5/8/1980,Missouri
Khalid El-Amin,2001,2001,G,10-May,200,4/25/1979,UConn
Khalid Reeves,1995,2000,G,3-Jun,199,7/15/1972,Arizona
Khem Birch,2018,2022,C-F,9-Jun,233,9/28/1992,"Pitt, UNLV"
Khris Middleton,2013,2022,F-G,7-Jun,222,8/12/1991,Texas A&M
Khyri Thomas,2019,2021,G,3-Jun,210,5/8/1996,Creighton
Kiki Vandeweghe,1981,1993,F,8-Jun,220,8/1/1958,UCLA
Killian Hayes,2021,2022,G,5-Jun,195,7/27/2001,
Killian Tillie,2021,2022,F,9-Jun,220,3/5/1998,Gonzaga
Kim Anderson,1979,1979,F,7-Jun,200,5/12/1955,Missouri
Kim English,2013,2013,G,6-Jun,200,9/24/1988,Missouri
Kim Hughes,1976,1981,C,11-Jun,220,6/4/1952,Wisconsin
Kira Lewis Jr.,2021,2022,G,1-Jun,170,4/6/2001,Alabama
Kirk Haston,2002,2003,F,9-Jun,242,3/10/1979,Indiana
Kirk Hinrich,2004,2016,G,4-Jun,190,1/2/1981,Kansas
Kirk Penney,2004,2005,G,5-Jun,220,11/23/1980,Wisconsin
Kirk Snyder,2005,2008,G,6-Jun,225,6/5/1983,Nevada
Kiwane Lemorris Garris,1998,2000,G,2-Jun,183,9/24/1974,Illinois
Klay Thompson,2012,2022,G-F,6-Jun,215,2/8/1990,Washington State
Kleggie Hermsen,1947,1953,C-F,9-Jun,225,3/12/1923,Minnesota
Kobe Bryant*,1997,2016,G-F,6-Jun,212,8/23/1978,
Kobi Simmons,2018,2019,G,5-Jun,166,7/4/1997,Arizona
Korleone Young,1999,1999,F,7-Jun,213,12/31/1978,
Korn David,1999,2001,F,9-Jun,235,10/22/1971,
Kosta Koufos,2009,2019,C,1-Jul,245,2/24/1989,Ohio State
Kosta Perovi,2008,2008,C,2-Jul,240,2/19/1985,
Kostas Antetokounmpo,2019,2021,F,10-Jun,200,11/20/1997,Dayton
Kostas Papanikolaou,2015,2016,F,8-Jun,225,7/31/1990,
Kris Dunn,2017,2021,G,3-Jun,205,3/18/1994,Providence
Kris Humphries,2005,2017,F-C,9-Jun,235,2/6/1985,Minnesota
Kris Joseph,2013,2013,F,7-Jun,210,12/17/1988,Syracuse
Kristaps Porzia a£is,2016,2022,F-C,3-Jul,240,8/2/1995,
Kurk Lee,1991,1991,G,3-Jun,190,6/3/1967,"Western Kentucky, Towson University"
Kurt Nimphius,1982,1990,C-F,10-Jun,218,3/13/1958,Arizona State
Kurt Rambis,1982,1995,F,8-Jun,213,2/25/1958,Santa Clara
Kurt Thomas,1996,2013,F,9-Jun,230,10/4/1972,TCU
Kwame Brown,2002,2013,F,11-Jun,270,3/10/1982,
Ky Bowman,2020,2020,G,1-Jun,187,6/16/1997,Boston College
Kyle Alexander,2020,2020,F,11-Jun,220,10/21/1996,Tennessee
Kyle Anderson,2015,2022,F-G,9-Jun,230,9/20/1993,UCLA
Kyle Collinsworth,2018,2018,G-F,6-Jun,210,10/3/1991,BYU
Kyle Guy,2020,2022,G,1-Jun,167,8/11/1997,Virginia
Kyle Korver,2004,2020,G-F,7-Jun,212,3/17/1981,Creighton
Kyle Kuzma,2018,2022,F,9-Jun,221,7/24/1995,Utah
Kyle Lowry,2007,2022,G,1-Jun,196,3/25/1986,Villanova
Kyle Macy,1981,1987,G,3-Jun,175,4/9/1957,"Purdue, Kentucky"
Kyle O'Quinn,2013,2020,F-C,9-Jun,250,3/26/1990,Norfolk State
Kyle Singler,2013,2018,F,8-Jun,228,5/4/1988,Duke
Kyle Weaver,2009,2011,G,6-Jun,201,2/18/1986,Washington State
Kyle Wiltjer,2017,2017,F,10-Jun,240,10/20/1992,"Kentucky, Gonzaga"
Kyrie Irving,2012,2022,G,2-Jun,195,3/23/1992,Duke
Kyrylo Fesenko,2008,2012,C,1-Jul,288,12/24/1986,
KZ Okpala,2020,2022,F,8-Jun,215,4/28/1999,Stanford
LaBradford Smith,1992,1994,G,3-Jun,200,4/3/1969,Louisville
Lamar Green,1970,1975,F-C,7-Jun,210,3/22/1947,Morehead State University
Lamar Odom,2000,2013,F,10-Jun,220,11/6/1979,Rhode Island
Lamar Patterson,2016,2017,G-F,5-Jun,225,8/12/1991,Pitt
Lamar Stevens,2021,2022,F,6-Jun,230,7/9/1997,Penn State
LaMarcus Aldridge,2007,2022,F-C,11-Jun,250,7/19/1985,Texas
LaMelo Ball,2021,2022,G,7-Jun,180,8/22/2001,
Lamond Murray,1995,2006,F,7-Jun,236,4/20/1973,California
Lamont Strothers,1992,1993,G,4-Jun,190,5/10/1968,Christopher Newport University
Lanard Copeland,1990,1992,G,6-Jun,190,7/16/1965,Georgia State University
Lancaster Gordon,1985,1988,G,3-Jun,185,6/24/1962,Louisville
Lance Allred,2008,2008,C,11-Jun,250,2/2/1981,"Utah, Weber State"
Lance Blanks,1991,1993,G,4-Jun,190,9/9/1966,"Virginia, Texas"
Lance Stephenson,2011,2022,G-F,6-Jun,230,9/5/1990,Cincinnati
Lance Thomas,2012,2020,F,8-Jun,240,4/24/1988,Duke
Landry Fields,2011,2015,F,7-Jun,210,6/27/1988,Stanford
Landry Shamet,2019,2022,G,4-Jun,190,3/13/1997,Wichita State
Langston Galloway,2015,2022,G,1-Jun,200,12/9/1991,Saint Joseph's
LaPhonso Ellis,1993,2003,F,8-Jun,240,5/5/1970,Notre Dame
Lari Ketner,2000,2001,F-C,9-Jun,277,2/1/1977,UMass
Laron Profit,2000,2006,G-F,5-Jun,204,8/5/1977,Maryland
Larry Bergh,1970,1970,F,8-Jun,210,4/2/1945,Weber State
Larry Bird*,1980,1992,F,9-Jun,220,12/7/1956,Indiana State University
Larry Brown*,1968,1972,G,9-May,160,9/14/1940,UNC
Larry Bunce,1968,1969,C,1-Jul,240,7/29/1945,Utah State University
Larry Cannon,1970,1974,G,4-Jun,195,4/12/1947,La Salle
Larry Comley,1964,1964,G,5-Jun,210,8/17/1939,Kansas State
Larry Conley,1968,1968,G,3-Jun,175,1/22/1944,Kentucky
Larry Costello,1955,1968,G,1-Jun,186,7/2/1931,Niagara University
Larry Demic,1980,1982,F-C,9-Jun,225,6/27/1957,Arizona
Larry Drew,1981,1991,G,1-Jun,170,4/2/1958,Missouri
Larry Drew II,2015,2018,G,2-Jun,180,3/5/1990,"UNC, UCLA"
Larry Finch,1974,1975,G,2-Jun,185,2/16/1951,Memphis
Larry Fogle,1976,1976,G,5-Jun,205,3/19/1953,Canisius
Larry Foust,1951,1962,C-F,9-Jun,215,6/24/1928,La Salle
Larry Friend,1958,1958,G-F,4-Jun,185,4/14/1935,California
Larry Hennessy,1956,1957,G,3-Jun,185,5/20/1929,Villanova
Larry Hughes,1999,2012,G,5-Jun,184,1/23/1979,Saint Louis
Larry Johnson,1978,1978,G,3-Jun,205,11/28/1954,Kentucky
Larry Johnson,1992,2001,F,6-Jun,250,3/14/1969,UNLV
Larry Jones,1965,1974,G-F,2-Jun,180,9/22/1942,Toledo
Larry Kenon,1974,1983,F,9-Jun,205,12/13/1952,Memphis
Larry Krystkowiak,1987,1997,F-C,9-Jun,220,9/23/1964,Montana
Larry McNeill,1974,1979,F-C,9-Jun,195,1/31/1951,Marquette
Larry Micheaux,1984,1985,F,9-Jun,220,3/24/1960,Houston
Larry Mikan,1971,1971,F,7-Jun,210,4/8/1948,Minnesota
Larry Miller,1969,1975,G-F,4-Jun,190,4/4/1946,UNC
Larry Moffett,1978,1978,F,8-Jun,210,11/5/1954,UNLV
Larry Moore,1968,1968,F,7-Jun,215,7/10/1942,Florida State
Larry Nance,1982,1994,F-C,10-Jun,205,2/12/1959,Clemson
Larry Nance Jr.,2016,2022,F-C,7-Jun,245,1/1/1993,Wyoming
Larry Owens,2011,2012,F,7-Jun,210,1/8/1983,Oral Roberts
Larry Robinson,1991,2002,F-G,3-Jun,180,1/11/1968,Centenary (LA)
Larry Sanders,2011,2017,C-F,11-Jun,235,11/21/1988,VCU
Larry Siegfried,1964,1972,F,3-Jun,190,5/22/1939,Ohio State
Larry Smith,1981,1993,F-C,8-Jun,215,1/18/1958,Alcorn State
Larry Spriggs,1982,1986,F,7-Jun,230,9/8/1959,Howard University
Larry Staverman,1959,1964,F,7-Jun,205,10/11/1936,Thomas More College
Larry Steele,1972,1980,G-F,5-Jun,180,5/5/1949,Kentucky
Larry Stewart,1992,1997,F,8-Jun,220,9/21/1968,Coppin State University
Larry Sykes,1996,1996,F,9-Jun,255,4/11/1973,Xavier
Larry Wright,1977,1982,G,1-Jun,160,11/23/1954,Grambling State University
Lars Hansen,1979,1979,C,10-Jun,225,9/14/1954,Washington
LaRue Martin,1973,1976,C,11-Jun,208,3/30/1950,Loyola Chicago
LaSalle Thompson,1983,1997,C-F,10-Jun,245,6/23/1961,Texas
Latrell Sprewell,1993,2005,G,5-Jun,190,9/8/1970,Alabama
Lauri Markkanen,2018,2022,F-C,1-Jul,240,5/22/1997,Arizona
Lavor Postell,2001,2003,G,5-Jun,215,2/26/1978,St. John's
Lavoy Allen,2012,2017,F-C,9-Jun,260,2/4/1989,Temple
Lawrence Boston,1980,1980,F,8-Jun,225,5/18/1956,"Vincennes University, Maryland"
Lawrence Funderburke,1998,2005,F,9-Jun,230,12/15/1970,"Indiana, Ohio State"
Lawrence Moten,1996,1998,G,5-Jun,185,3/25/1972,Syracuse
Lawrence Roberts,2006,2007,F,9-Jun,240,10/20/1982,"Baylor, Mississippi State"
Lazar Hayward,2011,2013,F,6-Jun,225,11/26/1986,Marquette
Lazaro Borrell,2000,2000,F,8-Jun,220,9/20/1972,
Leandro Barbosa,2004,2017,G,3-Jun,194,11/28/1982,
Leandro Bolmaro,2022,2022,F,6-Jun,200,9/11/2000,
Leary Lentz,1968,1969,F,6-Jun,200,2/23/1945,Houston
LeBron James,2004,2022,F-G,9-Jun,250,12/30/1984,
Ledell Eackles,1989,1998,G-F,5-Jun,220,11/24/1966,New Orleans
Lee Davis,1969,1976,C-F,8-Jun,235,10/11/1945,NC Central
Lee Johnson,1981,1981,F,11-Jun,205,6/16/1957,"Montana, Texas A&M University-Commerce"
Lee Knorek,1947,1950,C,7-Jun,215,7/15/1921,Detroit Mercy
Lee Mayberry,1993,1999,G,1-Jun,172,6/12/1970,Arkansas
Lee Nailon,2001,2006,F,9-Jun,238,2/22/1975,"Butler County Community College, TCU"
Lee Robbins,1948,1949,F,3-Jun,175,2/11/1922,Colorado
Lee Shaffer,1962,1964,F,7-Jun,220,2/23/1939,UNC
Lee Winfield,1970,1976,G,2-Jun,174,2/4/1947,University of North Texas
Leland Mitchell,1968,1968,G,4-Jun,210,2/22/1941,Mississippi State
Len Chappell,1963,1972,F-C,8-Jun,240,1/31/1941,Wake Forest
Len Elmore,1975,1984,C-F,9-Jun,220,3/28/1952,Maryland
Len Kosmalski,1975,1976,C,1-Jul,245,11/29/1951,Tennessee
Lennie Rosenbluth,1958,1959,F,4-Jun,190,1/22/1933,UNC
Lenny Wilkens*,1961,1975,G,1-Jun,180,10/28/1937,Providence
Leo Barnhorst,1950,1954,F-G,4-Jun,190,5/11/1924,Notre Dame
Leo Gottlieb,1947,1948,G,11-May,180,11/28/1920,
Leo Katkaveck,1949,1950,G,1-Jun,185,4/17/1923,NC State
Leo Klier,1949,1950,F-G,2-Jun,170,5/21/1923,Notre Dame
Leo Kubiak,1950,1950,G,11-May,160,12/25/1927,Bowling Green
Leo Mogus,1947,1951,F-C,4-Jun,190,4/13/1921,Youngstown State University
Leo Rautins,1984,1985,F,8-Jun,215,3/20/1960,"Minnesota, Syracuse"
Leon Benbow,1975,1976,G,4-Jun,185,7/23/1950,Jacksonville University
Leon Blevins,1951,1951,G,2-Jun,160,6/25/1926,Arizona
Leon Brown,1947,1947,F,3-Jun,190,10/12/1919,Wyoming
Leon Douglas,1977,1983,C-F,10-Jun,230,8/26/1954,Alabama
Leon Powe,2007,2011,F,8-Jun,240,1/22/1984,California
Leon Smith,2002,2004,C,10-Jun,235,11/2/1980,
Leon Wood,1985,1991,G,3-Jun,185,3/25/1962,"Arizona, Cal State Fullerton"
Leonard Gray,1975,1977,F,8-Jun,240,12/19/1951,Cal State Long Beach
Leonard Taylor,1990,1990,F,8-Jun,220,5/2/1966,California
LeRon Ellis,1992,1996,F-C,9-Jun,225,4/28/1969,"Kentucky, Syracuse"
Leroy Chollet,1950,1951,F,2-Jun,190,3/5/1925,Canisius
Leroy Combs,1984,1984,F,8-Jun,210,1/1/1961,Oklahoma State
Leroy Ellis,1963,1976,C-F,10-Jun,210,3/10/1940,St. John's
Leroy Wright,1968,1969,F,9-Jun,215,5/6/1938,University of the Pacific
Les Hunter,1965,1973,F-C,7-Jun,210,8/16/1942,Loyola Chicago
Les Jepsen,1991,1992,C,1-Jul,237,6/24/1967,Iowa
Les Pugh,1949,1950,C-F,7-Jun,190,9/18/1922,Ohio State
Lester Conner,1983,1995,G,4-Jun,180,9/17/1959,Oregon State
Lester Hudson,2010,2015,G,3-Jun,190,8/7/1984,University of Tennessee at Martin
Lester Selvage,1968,1970,G,1-Jun,175,3/7/1943,Truman State University
Levern Tart,1968,1971,G-F,2-Jun,195,6/1/1942,Bradley
Levi Fontaine,1971,1971,G,4-Jun,190,11/1/1948,University of Maryland Eastern Shore
Lew Hitch,1952,1957,F-C,8-Jun,200,7/16/1929,Kansas State
Lewis Brown,1981,1981,C,11-Jun,225,2/19/1955,UNLV
Lewis Lloyd,1982,1990,G-F,6-Jun,205,2/22/1959,Drake University
Linas Kleiza,2006,2013,F,8-Jun,245,1/3/1985,Missouri
Lindell Wigginton,2022,2022,G,2-Jun,189,3/28/1998,Iowa State
Lindsay Hairston,1976,1976,F-C,7-Jun,180,12/8/1951,Michigan State
Lindsey Hunter,1994,2010,G,2-Jun,170,12/3/1970,"Alcorn State, Jackson State University"
Lindy Waters III,2022,2022,G,6-Jun,215,7/28/1997,Oklahoma State
Linton Johnson,2004,2009,F,8-Jun,205,6/13/1980,Tulane
Linton Townes,1983,1985,F-G,7-Jun,190,11/30/1959,James Madison University
Lionel Billingy,1975,1975,F-C,9-Jun,215,8/31/1952,Duquesne
Lionel Chalmers,2005,2005,G,1-Jun,180,11/10/1980,Xavier
Lionel Hollins,1976,1985,G,3-Jun,185,10/19/1953,Arizona State
Lionel Malamed,1949,1949,G,9-May,150,11/15/1924,City College of New York
Lionel Simmons,1991,1997,F-G,7-Jun,210,11/14/1968,La Salle
Litterial Green,1993,1999,G,1-Jun,185,3/7/1970,Georgia
Lloyd Batts,1975,1975,G-F,4-Jun,185,5/9/1951,Cincinnati
Lloyd Daniels,1993,1998,G,7-Jun,205,9/4/1967,Mount San Antonio College
Lloyd Neal,1973,1979,C-F,7-Jun,225,12/10/1950,Tennessee State
Lloyd Walton,1977,1981,G,1-Jun,160,11/23/1953,Marquette
Logan Vander Velden,1996,1996,F,8-Jun,215,4/3/1971,Green Bay
London Perrantes,2018,2018,G,2-Jun,200,10/3/1994,Virginia
Lonnie Eggleston,1949,1949,G,1-Jun,170,6/8/1918,Oklahoma State
Lonnie Kluttz,1971,1971,F,7-Jun,220,9/17/1945,North Carolina A&T
Lonnie Lynn,1970,1970,F,7-Jun,215,5/24/1943,Wilberforce University
Lonnie Shelton,1977,1986,F-C,8-Jun,240,10/19/1955,Oregon State
Lonnie Walker IV,2019,2022,G,4-Jun,204,12/14/1998,Miami (FL)
Lonnie Wright,1968,1972,G,2-Jun,205,1/23/1945,Colorado State
Lonny Baxter,2003,2006,F,8-Jun,260,1/27/1979,Maryland
Lonzo Ball,2018,2022,G,6-Jun,190,10/27/1997,UCLA
Loren Meyer,1996,1999,C,10-Jun,257,12/30/1972,Iowa State
Loren Woods,2002,2008,F-C,1-Jul,245,6/21/1978,"Wake Forest, Arizona"
Lorenzen Wright,1997,2009,F-C,11-Jun,225,11/4/1975,Memphis
Lorenzo Brown,2014,2019,G,5-Jun,189,8/26/1990,NC State
Lorenzo Charles,1986,1986,F,7-Jun,225,11/25/1963,NC State
Lorenzo Romar,1981,1985,G,1-Jun,175,11/13/1958,Washington
Lorenzo Williams,1993,2000,F-C,9-Jun,200,7/15/1969,Stetson University
Lou Amundson,2007,2016,F-C,9-Jun,220,12/7/1982,UNLV
Lou Hudson,1967,1979,F-G,5-Jun,210,7/11/1944,Minnesota
Lou Roe,1996,1997,F,7-Jun,220,7/14/1972,UMass
Lou Spicer,1947,1947,F,2-Jun,195,11/12/1922,Syracuse
Lou Tsioropoulos,1957,1959,F,5-Jun,190,8/31/1930,Kentucky
Lou Williams,2006,2022,G,1-Jun,175,10/27/1986,
Louie Dampier*,1968,1979,G,1-Jun,170,11/20/1944,Kentucky
Louie Nelson,1974,1978,G,3-Jun,190,5/28/1951,Washington
Louis King,2020,2022,F,7-Jun,205,4/6/1999,Oregon
Louis Orr,1981,1988,F,8-Jun,175,5/7/1958,Syracuse
Lowes Moore,1981,1983,G,1-Jun,170,5/5/1957,West Virginia
Loy Petersen,1969,1970,G,5-Jun,205,7/26/1945,Oregon State
Loy Vaught,1991,2001,F,9-Jun,230,2/27/1968,Michigan
